GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US13093,13093,"Dooly County, Georgia",26761,7025
0500000US13095,13095,"Dougherty County, Georgia",27641,1313
0500000US13097,13097,"Douglas County, Georgia",53261,3326
0500000US13099,13099,"Early County, Georgia",19964,2268
0500000US13101,13101,"Echols County, Georgia",-,**
0500000US13103,13103,"Effingham County, Georgia",50195,11078
0500000US13105,13105,"Elbert County, Georgia",20267,3304
0500000US13107,13107,"Emanuel County, Georgia",24748,2699
0500000US13109,13109,"Evans County, Georgia",31171,4890
0500000US13111,13111,"Fannin County, Georgia",-,**
0500000US13113,13113,"Fayette County, Georgia",80992,4926
0500000US13115,13115,"Floyd County, Georgia",29149,3524
0500000US13117,13117,"Forsyth County, Georgia",85605,14976
0500000US13119,13119,"Franklin County, Georgia",22991,12946
0500000US13121,13121,"Fulton County, Georgia",36823,742
0500000US13123,13123,"Gilmer County, Georgia",-,**
0500000US13125,13125,"Glascock County, Georgia",-,**
0500000US13127,13127,"Glynn County, Georgia",27565,2884
0500000US13129,13129,"Gordon County, Georgia",25852,5594
0500000US13131,13131,"Grady County, Georgia",22828,3798
0500000US13133,13133,"Greene County, Georgia",25619,3665
0500000US13135,13135,"Gwinnett County, Georgia",54300,1356
0500000US13137,13137,"Habersham County, Georgia",30966,14503
0500000US13139,13139,"Hall County, Georgia",34810,5031
0500000US13141,13141,"Hancock County, Georgia",21188,4347
0500000US13143,13143,"Haralson County, Georgia",31775,21576
0500000US13145,13145,"Harris County, Georgia",30801,6748
0500000US13147,13147,"Hart County, Georgia",25132,10790
0500000US13149,13149,"Heard County, Georgia",25000,14609
0500000US13151,13151,"Henry County, Georgia",61093,4652
0500000US13153,13153,"Houston County, Georgia",43495,3294
0500000US13155,13155,"Irwin County, Georgia",20858,5992
0500000US13157,13157,"Jackson County, Georgia",37123,11515
0500000US13159,13159,"Jasper County, Georgia",35440,4925
0500000US13161,13161,"Jeff Davis County, Georgia",29167,10576
0500000US13163,13163,"Jefferson County, Georgia",19622,2705
0500000US13165,13165,"Jenkins County, Georgia",19872,3633
0500000US13167,13167,"Johnson County, Georgia",16657,2964
0500000US13169,13169,"Jones County, Georgia",40228,7805
0500000US13171,13171,"Lamar County, Georgia",19966,5356
0500000US13173,13173,"Lanier County, Georgia",13081,4414
0500000US13175,13175,"Laurens County, Georgia",22631,3375
0500000US13177,13177,"Lee County, Georgia",50901,13734
0500000US13179,13179,"Liberty County, Georgia",40741,1827
